"Statistic Label","CensusYear","Sex","Age Group","Towns","UNIT","VALUE"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Cloyne, Co Cork","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Midleton, Co Cork","Number","34"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Mitchelstown, Co Cork","Number","18"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Carrigtwohill, Co Cork","Number","11"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Fermoy, Co Cork","Number","23"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Rathcormac, Co Cork","Number","1"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Crosshaven, Co Cork","Number","11"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Cobh, Co Cork","Number","65"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Passage West-Monkstown, Co Cork","Number","18"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Watergrasshill, Co Cork","Number","3"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Carrigaline, Co Cork","Number","45"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Kinsale, Co Cork","Number","22"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Mallow, Co Cork","Number","52"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Charleville, Co Cork","Number","16"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Bandon, Co Cork","Number","35"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Clonakilty, Co Cork","Number","20"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Kanturk, Co Cork","Number","18"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Macroom, Co Cork","Number","11"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Millstreet, Co Cork","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Dunmanway, Co Cork","Number","9"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Skibbereen, Co Cork","Number","12"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Bantry, Co Cork","Number","21"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Castleisland, Co Kerry","Number","12"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Listowel, Co Kerry","Number","22"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Killarney, Co Kerry","Number","41"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Kenmare, Co Kerry","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballybunion, Co Kerry","Number","10"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Tralee, Co Kerry","Number","109"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Killorglin, Co Kerry","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Dingle-Daingean Uí Chuis, Co Kerry","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Limerick city and suburbs, Counties Limerick & Clare","Number","400"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Caherconlish, Co Limerick","Number","10"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Castleconnell, Co Limerick","Number","7"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Annacotty, Co Limerick","Number","6"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Kilmallock, Co Limerick","Number","10"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Newcastle West, Co Limerick","Number","27"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Abbeyfeale, Co Limerick","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Roscrea, Co Tipperary","Number","27"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Thurles, Co Tipperary","Number","29"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Templemore, Co Tipperary","Number","5"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Nenagh, Co Tipperary","Number","33"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Newport, Co Tipperary","Number","4"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballina, Co Tipperary","Number","5"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Carrick-on-Suir, Co Tipperary","Number","28"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Fethard, Co Tipperary","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Clonmel, Counties Tipperary & Waterford","Number","80"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Cashel, Co Tipperary","Number","16"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Cahir, Co Tipperary","Number","16"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Tipperary, Co Tipperary","Number","35"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","202"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Dunmore East, Co Waterford","Number","2"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Tramore, Co Waterford","Number","51"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Portlaw, Co Waterford","Number","7"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Dungarvan, Co Waterford","Number","49"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Galway city and suburbs, Co Galway","Number","222"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballinasloe, Co Galway","Number","37"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Portumna, Co Galway","Number","11"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Loughrea, Co Galway","Number","23"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Athenry, Co Galway","Number","14"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Gort, Co Galway","Number","12"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Tuam, Co Galway","Number","40"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Oranmore, Co Galway","Number","6"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Baile Chláir, Co Galway","Number","2"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Bearna, Co Galway","Number","3"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Maigh Cuilinn, Co Galway","Number","1"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Oughterard, Co Galway","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","17"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Manorhamilton, Co Leitrim","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballyhaunis, Co Mayo","Number","7"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Claremorris, Co Mayo","Number","17"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballina, Co Mayo","Number","45"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballinrobe, Co Mayo","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Castlebar, Co Mayo","Number","36"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Westport, Co Mayo","Number","25"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Roscommon, Co Roscommon","Number","18"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Boyle, Co Roscommon","Number","9"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Castlerea, Co Roscommon","Number","15"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballaghaderreen, Co Roscommon","Number","12"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Sligo, Co Sligo","Number","94"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Collooney, Co Sligo","Number","5"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballysadare, Co Sligo","Number","8"
"Population with a disability to a great extent","2022","Male","60 - 64 years","Ballymote, Co Sligo","Number","7"
